,StationId,R,Lat,Lng,toV_u30,frV_u30,toV_3060,frV_3060,toV_6090,frV_6090,toV_o90,frV_o90
2439,2709,2.0703010216377136,10.783738,106.670755,0.195447229248103,0.191078408829616,0.49735571395723155,0.48309956311795815,0.20694412508622673,0.22786847551161185,0.06300298919291791,0.0880662221200276
2440,2712,1.9841163858567588,10.784146,106.669945,0.1956771671648655,0.15060933547942057,0.49620602437341915,0.5026442860427685,0.2080938146700391,0.24603357093584732,0.06300298919291791,0.06323292710968038
2441,1719,1.1382836957176217,10.794182,106.651191,0.19866636008277766,0.26672798344447,0.5072430443780179,0.45711657852379856,0.19521729133134053,0.19222809841342836,0.06116348585881812,0.07358013336399172
2442,1720,1.2548709049773024,10.795068,106.649576,0.20119567716716485,0.1510692113129455,0.49528627270636927,0.4918372039549322,0.20326511841802714,0.26465854219360774,0.06254311335939296,0.0542653483559439
2443,2713,1.7328547585535892,10.797792,106.644453,0.2080938146700391,0.1076109450448379,0.4890779489537825,0.48470912853529546,0.2078638767532766,0.2993791676247413,0.057024603357093584,0.06990112669579214
2444,2714,2.033379217627651,10.798234,106.641663,0.17636238215681765,0.1225569096343987,0.4916072660381697,0.484479190618533,0.23062773051276156,0.28949183720395494,0.06346286502644286,0.06507243044378018
2445,4333,2.218984185987992,10.794641,106.640488,0.13566337088985975,0.1393423775580593,0.506783168544493,0.48034030811680845,0.25086226718785926,0.28121407220050587,0.06783168544492987,0.05978385835824328
2446,4312,2.5018026023837714,10.794367,106.637898,0.1358933088066222,0.12784548171993562,0.4971257760404691,0.4826396872844332,0.2605196596918832,0.2786847551161186,0.06875143711197977,0.07266038169694182
2447,4294,2.67522214555516,10.791661,106.637013,0.10186249712577604,0.06898137502874224,0.5157507472982295,0.4295240285123017,0.27592550011496897,0.3458266268107611,0.06921131294550471,0.11795815129914923
2448,2716,3.0326237894759998,10.79226,106.633423,0.09588411128995171,0.07679926419866635,0.5132214302138423,0.43688204184870083,0.2839733272016556,0.33915842722464934,0.06967118877902966,0.10945044837893769
2449,2718,3.245985492491436,10.792543,106.63134,0.09703380087376408,0.08162796045067831,0.5323062773051276,0.4426304897677627,0.2628190388595079,0.3315704759714877,0.07013106461255461,0.10600137962750057
2450,2719,3.507942335006494,10.792652,106.62886,0.1138192687974247,0.08507702920211543,0.5182800643826166,0.42538514601057714,0.26097953552540815,0.31340538054725225,0.06898137502874224,0.137732812140722
2451,2717,3.697839649844707,10.789865,106.627785,0.10899057254541274,0.09036560128765234,0.5203495056334789,0.4336629110140262,0.26005978385835826,0.30857668429524027,0.0728903196137043,0.12922510922051048
2452,2722,4.096690674416439,10.789867,106.623999,0.09933318004138883,0.05518510002299379,0.5109220510462176,0.42860427684525176,0.2750057484479191,0.3166245113819269,0.07702920211542884,0.16141641756725683
2453,2584,4.366109133707997,10.790178,106.621381,0.11496895838123707,0.0728903196137043,0.49114739020464476,0.4532076339388365,0.25661071510692113,0.31156587721315243,0.09910324212462635,0.12370659921821109
2454,2720,4.627514571872915,10.789883,106.618996,0.07220050586341688,0.06691193377787998,0.4916072660381697,0.4373419176822258,0.29110140262129225,0.30857668429524027,0.10692113129455047,0.1485398942285583
2455,2549,4.7026551585275636,10.789677,106.618339,0.05518510002299379,0.09841342837433893,0.3715796734881582,0.47298229478040926,0.3867555759944815,0.3042078638767533,0.14808001839503335,0.0862267187859278
2456,2553,4.339208134482111,10.790046,106.621666,0.09174522878822718,0.09979305587491377,0.479650494366521,0.4791906185329961,0.30788687054495284,0.30167854679236605,0.08185789836744078,0.08047827086686594
2457,2551,4.042223492451743,10.789681,106.624565,0.10002299379167624,0.10416187629340078,0.46033570935847323,0.47252241894688435,0.3074269947114279,0.2993791676247413,0.0942745458726144,0.08599678086916533
2458,2556,3.631899414211806,10.790343,106.628273,0.09128535295470223,0.1138192687974247,0.4384916072660382,0.47988043228328353,0.3177742009657393,0.28903196137042997,0.1147390204644746,0.0790986433662911
2459,2554,3.5079298845551268,10.792511,106.628891,0.09174522878822718,0.0809381467003909,0.48057024603357096,0.44332030351805013,0.28696252011956774,0.3184640147160267,0.10278224879282594,0.11887790296619913
2460,2555,3.238351947340409,10.792492,106.631424,0.05127615543803173,0.12807541963669808,0.44745918601977464,0.5021844102092435,0.3377787997240745,0.26626810761094505,0.12577604046907334,0.06530236836054265
2461,2558,3.04355065037709,10.792188,106.633339,0.04805702460335709,0.13750287422395954,0.45297769602207405,0.5012646585421936,0.333180041388825,0.2607495976086457,0.12853529547022305,0.06277305127615544
2462,4295,2.7024267484111126,10.791664,106.63675,0.04069901126695792,0.1547482179811451,0.4515980685214992,0.498045527707519,0.33915842722464934,0.2506323292710968,0.13129455047137273,0.05886410669119338
2463,4323,2.474165705798445,10.794541,106.638118,0.07748907794895378,0.13543343297309726,0.4235456426764774,0.502874223959531,0.32973097263738793,0.2669579213612325,0.13129455047137273,0.056334789606806164
2464,4336,2.1958690886639416,10.794844,106.640657,0.08691653253621522,0.19314785008047827,0.5293170843872155,0.4702230397792596,0.2747758105311566,0.24580363301908484,0.07036100252931708,0.05173603127155668
2465,2560,2.034222025394107,10.797898,106.641678,0.08898597378707748,0.22694872384456197,0.5265578293860658,0.47413198436422166,0.275465624281444,0.2115428834214762,0.07105081627960451,0.07679926419866635
2466,2559,1.7545866960051577,10.797666,106.644266,0.11404920671418717,0.23775580593239826,0.5203495056334789,0.47574154978155897,0.2669579213612325,0.2007358013336399,0.06024373419176822,0.07472982294780409
2467,1826,1.2906562797281695,10.794978,106.64926,0.1885490917452288,0.24580363301908484,0.4695332260289722,0.4773511151988963,0.24465394343527247,0.19314785008047827,0.05978385835824328,0.07358013336399172
2468,1830,1.140123102895637,10.793856,106.651368,0.21108300758795126,0.2274085996780869,0.4327431593469763,0.48424925270177055,0.2602897217751207,0.20234536675097722,0.05794435502414348,0.07541963669809151
2469,2562,1.8631540847911743,10.784671,106.668684,0.20004598758335249,0.14417107381007127,0.45711657852379856,0.5044837893768682,0.2398252471832605,0.240055185100023,0.06553230627730512,0.10117268337548861
2470,2561,2.3014319489814703,10.782535,106.672699,0.14555070131064612,0.17636238215681765,0.5058634168774431,0.5051736031271556,0.24373419176822259,0.2078638767532766,0.06760174752816739,0.10071280754196367
2471,2564,2.747341762084233,10.780435,106.676575,0.1680846171533686,0.1938376638307657,0.5205794435502414,0.5081627960450679,0.2097033800873764,0.19061853299609105,0.06392274085996781,0.09703380087376408
2472,2563,3.4459170932474437,10.777219,106.68246,0.1929179121637158,0.22143021384226258,0.5146010577144171,0.5047137272936307,0.18739940216141643,0.16601517590250633,0.06622212002759255,0.09634398712347667
2473,1914,3.7638448584598616,10.782872,106.690369,0.1777420096573925,0.18808921591170383,0.5332260289721775,0.5139112439641297,0.17728213382386757,0.19153828466314096,0.0738100712807542,0.09588411128995171
