node,R,,toV_u30,frV_u30,toV_3060,frV_3060,toV_6090,frV_6090,toV_o90,frV_o90,toV_u60,frV_u60,toV_u90,frV_u90,,,,,
2029,4896.329959,4.896329959,0.266957921,0.115198896,0.478960681,0.564957461,0.141871695,0.188549092,0.105771442,0.124856289,0.745918602,0.680156358,0.887790297,0.86870545,,,,,
1096,4875.903514,4.875903514,0.261439411,0.117268338,0.490457576,0.567026903,0.134053805,0.186709588,0.107151069,0.122097034,0.751896988,0.68429524,0.885950793,0.871004829,,,,,
2030,4658.33484,4.65833484,0.250402391,0.108760635,0.495746149,0.571395723,0.138192688,0.193377788,0.109450448,0.12025753,0.74614854,0.680156358,0.884341228,0.873534146,,,,,
2031,4355.615943,4.355615943,0.241894688,0.116578524,0.499655093,0.570935847,0.14233157,0.188089216,0.1103702,0.118647965,0.741549782,0.687514371,0.883881352,0.875603587,,,,,
2033,3953.442693,3.953442693,0.229248103,0.163945735,0.518510002,0.550011497,0.139802253,0.170843872,0.106921131,0.109680386,0.747758105,0.713957232,0.887560359,0.884801104,,,,,
2727,3958.818249,3.958818249,0.212692573,0.184180271,0.526787767,0.538054725,0.145320763,0.165785238,0.109680386,0.106461255,0.73948034,0.722234997,0.884801104,0.888020235,,,,,
2109,3980.503928,3.980503928,0.195677167,0.201885491,0.533226029,0.526557829,0.15336859,0.161416418,0.111749828,0.104161876,0.728903196,0.72844332,0.882271787,0.889859738,,,,,
2039,3832.575472,3.832575472,0.258680156,0.149919522,0.494366521,0.556909634,0.137042998,0.173603127,0.103472063,0.113129455,0.753046677,0.706829156,0.890089676,0.880432283,,,,,
2035,3896.382127,3.896382127,0.239595309,0.102552311,0.506783169,0.553230628,0.141181881,0.215681766,0.10600138,0.122097034,0.746378478,0.655782939,0.887560359,0.871464705,,,,,
2041,3881.669333,3.881669333,0.224419407,0.041848701,0.516210623,0.51322143,0.144401012,0.297309726,0.108530697,0.141181881,0.74063003,0.555070131,0.885031042,0.852379857,,,,,
2036,3738.311104,3.738311104,0.212232697,0.045527708,0.523568636,0.522878823,0.148539894,0.287192458,0.109680386,0.138422626,0.735801334,0.56840653,0.884341228,0.855598988,,,,,
2040,3953.707096,3.953707096,0.123936537,0.023913543,0.553460566,0.298689354,0.186709588,0.489307887,0.129914923,0.18211083,0.677397103,0.322602897,0.864106691,0.811910784,,,,,
2042,3884.352166,3.884352166,0.111289952,0.02759255,0.557599448,0.316164636,0.19314785,0.475511612,0.131984364,0.174752817,0.6688894,0.343757186,0.86203725,0.819268797,,,,,
2049,4173.509902,4.173509902,0.057484479,0.052885721,0.543803173,0.480340308,0.243274316,0.337548862,0.149919522,0.123706599,0.601287652,0.533226029,0.844561968,0.870774891,,,,,
2044,4361.453882,4.361453882,0.047597149,0.062543113,0.532306277,0.497125776,0.257300529,0.318234077,0.157507473,0.116808462,0.579903426,0.559668889,0.837203955,0.877902966,,,,,
2045,4469.524672,4.469524672,0.044837894,0.067831685,0.522418947,0.504943665,0.266268108,0.309496436,0.16118648,0.112439641,0.567256841,0.572775351,0.833524948,0.882271787,,,,,
2051,4738.677279,4.738677279,0.037249943,0.078868705,0.507243044,0.513681306,0.282823638,0.295930099,0.167394803,0.106231318,0.544492987,0.592550011,0.827316625,0.88848011,,,,,
2048,5100.959093,5.100959093,0.032191308,0.088756036,0.489077949,0.523568636,0.300298919,0.283283513,0.173143251,0.099103242,0.521269257,0.612324672,0.821568177,0.895608186,,,,,
2053,5385.219978,5.385219978,0.02874224,0.095194298,0.469533226,0.530236836,0.316624511,0.275235686,0.178661761,0.092894918,0.498275466,0.625431134,0.814899977,0.90066682,,,,,
2050,5638.323494,5.638323494,0.025293171,0.103702,0.455047137,0.536215222,0.330650724,0.26603817,0.18326052,0.08829616,0.480340308,0.639917222,0.810991032,0.905955392,,,,,
2092,6109.696038,6.109696038,0.106921131,0.115428834,0.518510002,0.54748218,0.241434813,0.249712578,0.127155668,0.081398023,0.625431134,0.662911014,0.866865946,0.912623592,,,,,
2052,6375.216317,6.375216317,0.09818349,0.124396413,0.516900437,0.553230628,0.248792826,0.238215682,0.130604737,0.078638768,0.615083927,0.677627041,0.863876753,0.915842722,,,,,
2057,6964.901932,6.964901932,0.113819269,0.114509083,0.542423546,0.555070131,0.220970338,0.236836054,0.117728213,0.088526098,0.656242814,0.669579214,0.877213152,0.906415268,,,,,
2054,7470.265059,7.470265059,0.11151989,0.07174063,0.527937457,0.513681306,0.231547482,0.296389975,0.123016785,0.112209703,0.639457347,0.585421936,0.871004829,0.881811911,,,,,
2055,7678.539603,7.678539603,0.102092435,0.076339388,0.529087146,0.520349506,0.235456427,0.290181651,0.127845482,0.107610945,0.631179582,0.596688894,0.866636008,0.886870545,,,,,
2058,7899.478634,7.899478634,0.095194298,0.080708209,0.527017705,0.526557829,0.242354564,0.282823638,0.129684985,0.104161876,0.622212003,0.607266038,0.864566567,0.890089676,,,,,
2059,8220.219724,8.220219724,0.084847091,0.090135663,0.524488388,0.53092665,0.250632329,0.273626121,0.134513681,0.099793056,0.609335479,0.621062313,0.859967809,0.894688434,,,,,
2060,8472.050382,8.472050382,0.078178892,0.09818349,0.518969878,0.534605656,0.259829846,0.265348356,0.137732812,0.096573925,0.59714877,0.632789147,0.856978616,0.898137503,,,,,
2061,8773.964921,8.773964921,0.067601748,0.107151069,0.514601058,0.537364911,0.269257301,0.256610715,0.142101633,0.092435043,0.582202805,0.644515981,0.851460106,0.901126696,,,,,
2145,16344.70372,16.34470372,0.027822488,0.073350195,0.146010577,0.338928489,0.527017705,0.388365141,0.294320533,0.194527478,0.173833065,0.412278685,0.70085077,0.800643826,,,,,
500,16150.32208,16.15032208,0.05955392,0.075879513,0.329501035,0.350195447,0.392504024,0.379397563,0.213382387,0.189468843,0.389054955,0.42607496,0.781558979,0.805472522,,,,,
2142,14796.52943,14.79652943,0.064152679,0.069901127,0.295930099,0.387215452,0.421476201,0.365141412,0.212922511,0.1722235,0.360082778,0.457116579,0.781558979,0.82225799,,,,,
2147,14645.85283,14.64585283,0.061393424,0.070131065,0.287192458,0.390894458,0.43044378,0.363761784,0.215451828,0.169694183,0.348585882,0.461025523,0.779029662,0.824787307,,,,,
2143,14497.42598,14.49742598,0.060013796,0.074269947,0.283743389,0.398022534,0.433662911,0.355713957,0.217061393,0.166475052,0.343757186,0.472292481,0.777420097,0.828006438,,,,,
339,13901.03578,13.90103578,0.052655783,0.03426075,0.246953323,0.407679926,0.465164406,0.39181421,0.229937917,0.160956542,0.299609106,0.441940676,0.764773511,0.833754886,,,,,
341,13670.93958,13.67093958,0.048976776,0.03747988,0.234076799,0.42055645,0.477121177,0.379397563,0.234306737,0.157047597,0.283053576,0.45803633,0.760174753,0.837433893,,,,,
343,13571.6208,13.5716208,0.047367211,0.037939756,0.228788227,0.423775581,0.480800184,0.375948494,0.23729593,0.156587721,0.276155438,0.461715337,0.756955622,0.837663831,,,,,
342,13450.61483,13.45061483,0.046447459,0.041158887,0.225799034,0.428834215,0.482869625,0.37088986,0.239365371,0.153598528,0.272246493,0.469993102,0.755116119,0.840882962,,,,,
344,12552.10027,12.55210027,0.036790067,0.054955162,0.196366981,0.461025523,0.505173603,0.335019545,0.256150839,0.14348126,0.233157048,0.515980685,0.738330651,0.85100023,,,,,
346,12314.49053,12.31449053,0.034720625,0.060013796,0.189008968,0.467463785,0.510462175,0.327431593,0.26051966,0.139802253,0.223729593,0.527477581,0.734191768,0.854909175,,,,,
345,11871.15628,11.87115628,0.031731433,0.071280754,0.174292941,0.478270867,0.518510002,0.309956312,0.269717176,0.134743619,0.206024373,0.549551621,0.724534376,0.859507933,,,,,
348,11337.1023,11.3371023,0.02759255,0.085996781,0.16003679,0.491607266,0.52425845,0.289721775,0.282363762,0.12692573,0.18762934,0.577604047,0.71188779,0.867325822,,,,,
347,10713.4786,10.7134786,0.054955162,0.102322373,0.343757186,0.503793976,0.385375948,0.268797425,0.210393194,0.119567717,0.398712348,0.606116349,0.784088296,0.874913773,,,,,
349,10017.09051,10.01709051,0.043918142,0.048057025,0.303288112,0.454587261,0.423775581,0.317314325,0.223499655,0.174522879,0.347206254,0.502644286,0.770981835,0.819958611,,,,,
350,9815.884266,9.815884266,0.03977926,0.052655783,0.290181651,0.466544033,0.435502414,0.303058174,0.228558289,0.171763624,0.329960911,0.519199816,0.765463325,0.82225799,,,,,
353,9648.000574,9.648000574,0.037020005,0.05633479,0.284663141,0.471832605,0.441710738,0.296619913,0.231087606,0.169694183,0.321683146,0.528167395,0.763393884,0.824787307,,,,,
351,9247.638401,9.247638401,0.032421246,0.06507243,0.267877673,0.487468384,0.456426765,0.277765003,0.238215682,0.164635548,0.300298919,0.552540814,0.756725684,0.830305817,,,,,
355,8860.07575,8.86007575,0.02759255,0.073580133,0.251552081,0.504023914,0.469993102,0.257070591,0.245803633,0.160266728,0.279144631,0.577604047,0.749137733,0.834674638,,,,,
352,8384.174105,8.384174105,0.023683605,0.05955392,0.234076799,0.521499195,0.481949874,0.257760405,0.255231088,0.156127845,0.257760405,0.581053116,0.739710278,0.83881352,,,,,
358,8062.857727,8.062857727,0.020694413,0.066911934,0.217981145,0.535065532,0.491837204,0.241894688,0.264428604,0.151069211,0.238675558,0.601977466,0.730512762,0.843872155,,,,,
354,7728.427843,7.728427843,0.019084847,0.07725914,0.203954932,0.541733732,0.49781559,0.229937917,0.274085997,0.146010577,0.223039779,0.618992872,0.720855369,0.848930789,,,,,
359,7405.082456,7.405082456,0.01770522,0.085077029,0.193607726,0.547942056,0.501034721,0.220510462,0.2825937,0.141411819,0.211312946,0.633019085,0.712347666,0.853529547,,,,,
356,7111.963743,7.111963743,0.016325592,0.095884111,0.180731203,0.548861807,0.506323293,0.212002759,0.291561278,0.138192688,0.197056795,0.644745919,0.703380087,0.856748678,,,,,
357,6949.214566,6.949214566,0.015635778,0.106921131,0.168314555,0.550471373,0.511611865,0.202115429,0.299379168,0.135433433,0.183950333,0.657392504,0.695562198,0.859507933,,,,,
360,6795.756296,6.795756296,0.014486089,0.118418027,0.158427225,0.549091745,0.514601058,0.194987353,0.307197057,0.132214302,0.172913313,0.667509772,0.687514371,0.862497126,,,,,
1190,4849.093404,4.849093404,0.096573925,0.2207404,0.558979076,0.507932858,0.197746608,0.154288342,0.139802253,0.110140262,0.655553001,0.728673258,0.853299609,0.8829616,,,,,
2146,4873.159565,4.873159565,0.236606116,0.232007358,0.496895838,0.503564038,0.143251322,0.149919522,0.116578524,0.107840883,0.733501954,0.735571396,0.876753277,0.885490917,,,,,
237,5046.411826,5.046411826,0.230397793,0.218211083,0.507472982,0.501034721,0.144401012,0.163255921,0.110600138,0.1103702,0.737870775,0.719245804,0.882271787,0.882501725,,,,,
238,5293.595257,5.293595257,0.212462635,0.233616923,0.518510002,0.495746149,0.149919522,0.156587721,0.112669579,0.107610945,0.730972637,0.729363072,0.880892159,0.885950793,,,,,
239,5595.972049,5.595972049,0.192687974,0.249022764,0.528397333,0.491607266,0.156817659,0.148080018,0.11588871,0.105081628,0.721085307,0.74063003,0.877902966,0.888710048,,,,,
7269,5302.673973,5.302673973,0.291791216,0.295700161,0.46907335,0.468843412,0.12807542,0.128535295,0.101402621,0.097263739,0.760864567,0.764543573,0.888939986,0.893078869,,,,,
42,5290.594981,5.290594981,0.213152449,0.091515291,0.482639687,0.553230628,0.183950333,0.213382387,0.113589331,0.135203495,0.695792136,0.644745919,0.87974247,0.858128305,,,,,
44,5002.156193,5.002156193,0.196826857,0.099793056,0.483559439,0.559898827,0.195907105,0.202115429,0.1170384,0.131524488,0.680386296,0.659691883,0.876293401,0.861807312,,,,,
39,4880.763763,4.880763763,0.190158657,0.103472063,0.484249253,0.560588641,0.200045988,0.199586112,0.119107841,0.129914923,0.67440791,0.664060704,0.874453897,0.863646815,,,,,
522,5881.644756,5.881644756,0.213842263,0.163255921,0.514141182,0.53529547,0.146240515,0.169694183,0.119337779,0.125316165,0.727983444,0.698551391,0.87422396,0.868245574,,,,,
304,6782.190302,6.782190302,0.128765233,0.019084847,0.546792366,0.230397793,0.184870085,0.49781559,0.134513681,0.247643136,0.675557599,0.24948264,0.860427685,0.747298229,,,,,
309,6956.376264,6.956376264,0.116808462,0.020234537,0.547022304,0.24396413,0.192917912,0.493216831,0.13796275,0.23729593,0.663830766,0.264198666,0.856748678,0.757415498,,,,,
306,7155.669129,7.155669129,0.102552311,0.021844102,0.549091745,0.261209473,0.201885491,0.483789377,0.141411819,0.228098413,0.651644056,0.283053576,0.853529547,0.766842952,,,,,
310,7443.552805,7.443552805,0.091515291,0.024373419,0.549551621,0.274775811,0.209243504,0.474361922,0.14463095,0.221430214,0.641066912,0.29914923,0.850310416,0.773511152,,,,,
312,7751.973635,7.751973635,0.082087836,0.026902736,0.546562428,0.291331341,0.218670959,0.46355484,0.147620143,0.213152449,0.628650264,0.318234077,0.847321223,0.781788917,,,,,
307,8096.493619,8.096493619,0.070820878,0.029891929,0.539664291,0.309496436,0.23177742,0.450448379,0.152678777,0.205104622,0.610485169,0.339388365,0.842262589,0.789836744,,,,,
308,8429.5064,8.4295064,0.060013796,0.034720625,0.52977696,0.32559209,0.247873074,0.439641297,0.157277535,0.194987353,0.589790756,0.360312716,0.837663831,0.799954012,,,,,
314,8926.309893,8.926309893,0.072660382,0.042078639,0.514141182,0.343527248,0.247873074,0.424235456,0.160266728,0.185100023,0.586801564,0.385605886,0.834674638,0.809841343,,,,,
316,9242.835196,9.242835196,0.065992182,0.046907335,0.503564038,0.357783398,0.261899287,0.412278685,0.163485859,0.177971948,0.56955622,0.404690734,0.831455507,0.816969418,,,,,
311,9563.543415,9.563543415,0.060473672,0.051506093,0.492067142,0.36974017,0.274775811,0.400781789,0.167164865,0.172453438,0.552540814,0.421246264,0.827316625,0.822028052,,,,,
313,9815.672905,9.815672905,0.054495286,0.05633479,0.482639687,0.378247873,0.286502644,0.391584272,0.170383996,0.167854679,0.537134974,0.434582663,0.823637618,0.826166935,,,,,
318,10041.58485,10.04158485,0.049896528,0.06070361,0.471602667,0.389974707,0.299379168,0.38192688,0.173603127,0.161876293,0.521499195,0.450678317,0.820878363,0.832605197,,,,,
315,10483.5504,10.4835504,0.10048287,0.043918142,0.536905036,0.216141642,0.238905496,0.481489998,0.118647965,0.253391584,0.637387905,0.260059784,0.876293401,0.741549782,,,,,
320,10808.62493,10.80862493,0.091745229,0.04529777,0.533455967,0.228328351,0.246033571,0.474361922,0.123476661,0.246723385,0.625201196,0.273626121,0.871234767,0.747988043,,,,,
317,11410.71404,11.41071404,0.075419637,0.029432053,0.52540814,0.175212693,0.260979536,0.506323293,0.13244424,0.283283513,0.600827777,0.204644746,0.861807312,0.710968039,,,,,
322,11820.47041,11.82047041,0.065532306,0.031731433,0.516670499,0.190848471,0.275005748,0.498505404,0.13681306,0.272936307,0.582202805,0.222579903,0.857208554,0.721085307,,,,,
319,12265.13324,12.26513324,0.056104852,0.034720625,0.502874224,0.207174063,0.293400782,0.490227639,0.142101633,0.262359163,0.558979076,0.241894688,0.852379857,0.732122327,,,,,
321,12586.25874,12.58625874,0.051276155,0.038399632,0.493906645,0.216831456,0.30351805,0.484479191,0.146240515,0.255231088,0.545182801,0.255231088,0.848700851,0.739710278,,,,,
323,13425.76816,13.42576816,0.037709818,0.046907335,0.461715337,0.244883881,0.337318924,0.463324902,0.157737411,0.239365371,0.499425155,0.291791216,0.836744079,0.755116119,,,,,
325,13558.93459,13.55893459,0.035180501,0.0485169,0.453897448,0.251782019,0.344217061,0.45803633,0.160956542,0.235916303,0.489077949,0.300298919,0.83329501,0.758335249,,,,,
324,13901.44718,13.90144718,0.031271557,0.052195907,0.434812601,0.266498046,0.362842033,0.447229248,0.165785238,0.228788227,0.466084157,0.318693953,0.82892619,0.765923201,,,,,
2083,14391.56392,14.39156392,0.078868705,0.058174293,0.427224649,0.291101403,0.322372959,0.428604277,0.166475052,0.217061393,0.506093355,0.349275696,0.828466314,0.777879972,,,,,
2084,14636.511,14.636511,0.073350195,0.06070361,0.411588871,0.304207864,0.335709358,0.418027133,0.173833065,0.211542883,0.484939066,0.364911474,0.820648425,0.782938607,,,,,
396,16068.5924,16.0685924,0.077489078,0.057944355,0.355484019,0.332030352,0.36974017,0.390894458,0.192228098,0.214072201,0.432973097,0.389974707,0.802713267,0.780869165,,,,,
119,7898.302534,7.898302534,0.241204875,0.193607726,0.417337319,0.449758565,0.20418487,0.219360773,0.13129455,0.13129455,0.658542194,0.643366291,0.862727064,0.862727064,,,,,
158,3483.695477,3.483695477,0.248562888,0.169234307,0.447459186,0.493446769,0.183950333,0.209473442,0.114049207,0.121867096,0.696022074,0.662681076,0.879972407,0.872154518,,,,,
160,3465.776724,3.465776724,0.233386986,0.180501265,0.451828006,0.494366521,0.192917912,0.198896298,0.115658772,0.120027593,0.685214992,0.674867786,0.878132904,0.873764084,,,,,
159,3428.27697,3.42827697,0.213382387,0.197286733,0.457116579,0.493906645,0.20418487,0.185789837,0.119107841,0.116808462,0.670498965,0.691193378,0.874683835,0.876983215,,,,,
162,3417.926446,3.417926446,0.191538285,0.212922511,0.465624281,0.493676707,0.212002759,0.174063003,0.124396413,0.112899517,0.657162566,0.706599218,0.869165325,0.880662221,,,,,
161,3726.420823,3.726420823,0.166245114,0.23177742,0.470682916,0.49229708,0.226948724,0.16003679,0.130374799,0.110140262,0.636928029,0.7240745,0.863876753,0.88411129,,,,,
163,4093.891039,4.093891039,0.143251322,0.254081398,0.474131984,0.485858818,0.240285123,0.14785008,0.136353185,0.106231318,0.617383307,0.739940216,0.85766843,0.887790297,,,,,
164,4676.016896,4.676016896,0.283973327,0.293170844,0.458266268,0.467693723,0.145780639,0.131754426,0.105541504,0.100942745,0.742239595,0.760864567,0.888020235,0.892618993,,,,,
7265,5387.478309,5.387478309,0.286042768,0.297079788,0.464474592,0.468613474,0.13911244,0.126005978,0.10048287,0.098413428,0.75051736,0.765693263,0.8896298,0.891699241,,,,,
7588,5645.34093,5.64534093,0.278454817,0.224879283,0.469763164,0.492067142,0.141641757,0.160726604,0.101862497,0.114049207,0.748217981,0.716946424,0.889859738,0.877673028,,,,,
165,5533.966883,5.533966883,0.22189009,0.235456427,0.481949874,0.495746149,0.178431823,0.15566797,0.111289952,0.106691193,0.703839963,0.731202575,0.882271787,0.886870545,,,,,
7270,5343.606303,5.343606303,0.292021154,0.295010347,0.469303288,0.468613474,0.127615544,0.129225109,0.101402621,0.097493677,0.761324442,0.763623822,0.888939986,0.892848931,,,,,
88,4679.082971,4.679082971,0.303058174,0.284203265,0.462405151,0.46907335,0.128995171,0.136583123,0.09933318,0.103931938,0.765463325,0.753276615,0.894458496,0.889859738,,,,,
91,4194.3277,4.1943277,0.272016556,0.230627731,0.476431364,0.507472982,0.140951943,0.141411819,0.103702,0.113589331,0.748447919,0.738100713,0.889399862,0.879512532,,,,,
93,3487.13119,3.48713119,0.288342148,0.246723385,0.455047137,0.473672109,0.144860888,0.164175673,0.105311566,0.108990573,0.743389285,0.720395493,0.888250172,0.884571166,,,,,
94,3397.348124,3.397348124,0.286732582,0.256610715,0.474361922,0.474131984,0.12692573,0.156357783,0.10600138,0.106921131,0.761094504,0.730742699,0.888020235,0.887100483,,,,,
97,3412.240644,3.412240644,0.274315935,0.27040699,0.480570246,0.468153599,0.130834675,0.150609335,0.108300759,0.10485169,0.754886181,0.738560589,0.885720855,0.889169924,,,,,
96,3439.308613,3.439308613,0.254311336,0.240744999,0.489997701,0.454357324,0.13911244,0.187399402,0.110600138,0.11151989,0.744309037,0.695102322,0.883421476,0.882501725,,,,,
99,3468.764045,3.468764045,0.238675558,0.25500115,0.496895838,0.450448379,0.145320763,0.179351575,0.113129455,0.10922051,0.735571396,0.705449529,0.880892159,0.884801104,,,,,
2140,18084.308,18.084308,0.02644286,0.032421246,0.232467234,0.247183261,0.458956082,0.460105771,0.276845252,0.25500115,0.258910094,0.279604507,0.717866176,0.739710278,,,,,
2174,18025.72483,18.02572483,0.026902736,0.032881122,0.23177742,0.250632329,0.462865026,0.460335709,0.273166245,0.250862267,0.258680156,0.283513451,0.721545183,0.743849161,,,,,
2173,17739.38803,17.73938803,0.025293171,0.032651184,0.222120028,0.24833295,0.460795585,0.459875834,0.286732582,0.254081398,0.247413198,0.280984134,0.708208784,0.740859968,,,,,
3689,17457.78841,17.45778841,0.025063233,0.034490688,0.224419407,0.256840653,0.462175213,0.460335709,0.283053576,0.243044378,0.24948264,0.291331341,0.711657852,0.75166705,,,,,
2176,17226.93177,17.22693177,0.02322373,0.036560129,0.218441021,0.263508853,0.461255461,0.458496206,0.291561278,0.235916303,0.241664751,0.300068981,0.702920212,0.758565187,,,,,
2177,16901.7323,16.9017323,0.021844102,0.040009198,0.205794436,0.274545873,0.460795585,0.454357324,0.306047367,0.225569096,0.227638538,0.31455507,0.688434123,0.768912394,,,,,
2175,12584.67475,12.58467475,0.047367211,0.06507243,0.294320533,0.427914463,0.447459186,0.336169234,0.204414808,0.16440561,0.341687744,0.492986894,0.78914693,0.829156128,,,,,
2178,12404.18532,12.40418532,0.046217521,0.070131065,0.285812831,0.432973097,0.453207634,0.329730973,0.208783628,0.16118648,0.332030352,0.503104162,0.785237986,0.832835135,,,,,
2179,12241.43812,12.24143812,0.044837894,0.074499885,0.279834445,0.434812601,0.455966889,0.326281904,0.213382387,0.158427225,0.324672338,0.509312486,0.780639227,0.83559439,,,,,
2180,12025.0386,12.0250386,0.04299839,0.079788457,0.273396183,0.440790986,0.457346516,0.319383766,0.220280524,0.154058404,0.316394573,0.520579444,0.77374109,0.83996321,,,,,
2181,11780.54795,11.78054795,0.041618763,0.085996781,0.266498046,0.444240055,0.459415958,0.312945505,0.226488848,0.150839273,0.308116808,0.530236836,0.767532766,0.843182341,,,,,
2182,11557.25216,11.55725216,0.040699011,0.092894918,0.260289722,0.445389745,0.462635089,0.307656933,0.230857668,0.148539894,0.300988733,0.538284663,0.763623822,0.845941596,,,,,
2129,11141.11066,11.14111066,0.03862957,0.086226719,0.249942516,0.445619683,0.461715337,0.312485629,0.244653943,0.150609335,0.288572086,0.531846401,0.750287422,0.84433203,,,,,
2183,10825.67751,10.82567751,0.03977926,0.097723615,0.256380777,0.446769372,0.462865026,0.303747988,0.235916303,0.146700391,0.296160037,0.544492987,0.759025063,0.848240975,,,,,
2184,10363.8241,10.3638241,0.036100253,0.111060014,0.24396413,0.452747758,0.460105771,0.289721775,0.254081398,0.140722005,0.280064383,0.563807772,0.740170154,0.853529547,,,,,
2189,10081.99877,10.08199877,0.049896528,0.119797655,0.316624511,0.455736951,0.414808002,0.281673948,0.213382387,0.137502874,0.366521039,0.575534606,0.781329041,0.857208554,,,,,
2185,9858.592103,9.858592103,0.046677397,0.12807542,0.308116808,0.458266268,0.418257071,0.273626121,0.220970338,0.134053805,0.354794206,0.586341688,0.773051276,0.859967809,,,,,
2187,9654.977774,9.654977774,0.043458266,0.135893309,0.299609106,0.464014716,0.423545643,0.263278915,0.227868476,0.13129455,0.343067372,0.599908025,0.766613014,0.86318694,,,,,
2190,9314.914572,9.314914572,0.040699011,0.147620143,0.284433203,0.472062543,0.425155208,0.247873074,0.244194068,0.12692573,0.325132214,0.619682686,0.750287422,0.86755576,,,,,
2188,9140.155988,9.140155988,0.037939756,0.157047597,0.275235686,0.473212233,0.430213842,0.239825247,0.250862267,0.124166475,0.313175443,0.63025983,0.743389285,0.870085077,,,,,
2114,5811.147872,5.811147872,0.274315935,0.07840883,0.472062543,0.414348126,0.145090825,0.339158427,0.102322373,0.161876293,0.746378478,0.492756956,0.891469303,0.831915383,,,,,
2115,5905.380467,5.905380467,0.269947114,0.080248333,0.47574155,0.415727754,0.145550701,0.337548862,0.102782249,0.160496666,0.745688664,0.495976086,0.891239365,0.833524948,,,,,
2116,6134.271485,6.134271485,0.256840653,0.089905725,0.476891239,0.423085767,0.155208094,0.326281904,0.105771442,0.155438032,0.733731892,0.512991492,0.888939986,0.839273396,,,,,
2122,9132.377523,9.132377523,0.174752817,0.036790067,0.469303288,0.246263509,0.226948724,0.446769372,0.123016785,0.264198666,0.644056105,0.283053576,0.871004829,0.729822948,,,,,
2123,9314.16116,9.31416116,0.162336169,0.039089446,0.470912854,0.254541274,0.234996551,0.44699931,0.126465854,0.254081398,0.633249023,0.29363072,0.868245574,0.74063003,,,,,
2125,9634.922598,9.634922598,0.147160267,0.042078639,0.465854219,0.268337549,0.252011957,0.44699931,0.129455047,0.237065992,0.613014486,0.310416188,0.865026443,0.757415498,,,,,
2124,9812.643639,9.812643639,0.139802253,0.043918142,0.462175213,0.275695562,0.25936997,0.443780179,0.132904116,0.230857668,0.601977466,0.319613704,0.861347436,0.763393884,,,,,
2126,10024.63197,10.02463197,0.130834675,0.046217521,0.458496206,0.284663141,0.269947114,0.441020924,0.135203495,0.222579903,0.589330881,0.330880662,0.859277995,0.771901587,,,,,
2130,10331.60652,10.33160652,0.120487468,0.035180501,0.454817199,0.230167855,0.280754196,0.458496206,0.138192688,0.27040699,0.575304668,0.265348356,0.856058864,0.723844562,,,,,
2186,10544.66104,10.54466104,0.111979765,0.034950563,0.450448379,0.229018165,0.292251092,0.458726144,0.140032191,0.272016556,0.562428144,0.263968728,0.854679237,0.722694872,,,,,
2127,10841.15431,10.84115431,0.111289952,0.03747988,0.450678317,0.240744999,0.29248103,0.459875834,0.140492067,0.256840653,0.561968269,0.278224879,0.854449299,0.738100713,,,,,
2128,11145.74396,11.14574396,0.101632559,0.040239135,0.44699931,0.248792826,0.301908485,0.45918602,0.144401012,0.246723385,0.548631869,0.289031961,0.850540354,0.748217981,,,,,
2132,11541.18931,11.54118931,0.090595539,0.042078639,0.443550241,0.260059784,0.31018625,0.457806392,0.15014946,0.234536675,0.534145781,0.302138423,0.84433203,0.759944815,,,,,
2131,11796.07737,11.79607737,0.08277765,0.043688204,0.441020924,0.268337549,0.315934698,0.454587261,0.154288342,0.2274086,0.523798574,0.312025753,0.839733272,0.766613014,,,,,
2135,12028.85315,12.02885315,0.075189699,0.045067832,0.438951483,0.277305128,0.322372959,0.452057944,0.157507473,0.219590711,0.514141182,0.322372959,0.836514141,0.774430904,,,,,
2133,12204.9605,12.2049605,0.069211313,0.046217521,0.436882042,0.285812831,0.326971718,0.448608876,0.160956542,0.213382387,0.506093355,0.332030352,0.833065072,0.780639227,,,,,
2136,12397.05817,12.39705817,0.063462865,0.047597149,0.432743159,0.295010347,0.334559669,0.443320304,0.163255921,0.208093815,0.496206024,0.342607496,0.830765693,0.785927799,,,,,
2134,12552.09132,12.55209132,0.060933548,0.048746838,0.427224649,0.300988733,0.337548862,0.440561049,0.167854679,0.203265118,0.488158197,0.349735571,0.825707059,0.79029662,,,,,
2138,16922.73369,16.92273369,0.036560129,0.02322373,0.265808232,0.213152449,0.461025523,0.459415958,0.231087606,0.298689354,0.302368361,0.236376178,0.763393884,0.695792136,,,,,
2137,17198.47482,17.19847482,0.033570936,0.026212923,0.258910094,0.221200276,0.462405151,0.461715337,0.239825247,0.285582893,0.29248103,0.247413198,0.754886181,0.709128535,,,,,
2141,17447.13773,17.44713773,0.032191308,0.027822488,0.251782019,0.227178662,0.461945275,0.46470453,0.248562888,0.274775811,0.283973327,0.25500115,0.745918602,0.719705679,,,,,
2139,17758.47498,17.75847498,0.029891929,0.030811681,0.244883881,0.235456427,0.458956082,0.465394344,0.261209473,0.263278915,0.274775811,0.266268108,0.733731892,0.731662451,,,,,
2144,18020.35224,18.02035224,0.026902736,0.032651184,0.239365371,0.244653943,0.456196827,0.467233847,0.272246493,0.250172453,0.266268108,0.277305128,0.722464934,0.744538974,,,,,
2172,14547.6203,14.5476203,0.03977926,0.035640377,0.376178432,0.370659922,0.341917682,0.356403771,0.236836054,0.232007358,0.415957691,0.406300299,0.757875374,0.76270407,,,,,
