nodev,nPathsTime,nPathsDist,nPathsHops,cbHops,cbDist,cbTime
812,121910,105353,170478,0.009015491300329592,0.005571446491416039,0.006447040347864127
6901,107888,107888,107888,0.0057055064313868,0.0057055064313868,0.0057055064313868
428,125778,96368,102017,0.005395026783430847,0.005096287295898369,0.006651594133981249
3764,176635,176635,176635,0.009341095659461734,0.009341095659461734,0.009341095659461734
2041,142396,154081,16635,0.000879718777677957,0.008148358820763289,0.007530413890365516
364,466766,394236,124971,0.0066089170643337525,0.020848621102293182,0.02468426901001679
1237,8640,1740167,8642,0.0004570201188273462,0.09202630515151894,0.00045691435161632394
1550,384629,394643,118974,0.006291774082083394,0.02087014472973622,0.020340568304147575
4317,82784,95509,79774,0.004218736746046369,0.005050860278764292,0.004377916398634926
2907,58844,53508,14662,0.0007753794240044609,0.0028296959636905394,0.0031118828826980287
2620,134964,173505,73893,0.003907728262035304,0.00917556997421184,0.00713738293420666
2846,15230,33738,13968,0.0007386782017797237,0.0017841870827351317,0.0008054173119347932
381,531221,86704,12967,0.000685741712663064,0.004585220132238629,0.028092881803237872
2100,132016,319865,80802,0.004273101092511829,0.01691561447682355,0.006981482065159794
3641,1075372,8653,8653,0.00045760183848796886,0.00045760183848796886,0.0568695486257349
1665,217933,443585,118428,0.006262899633474307,0.023458374150662854,0.011525082799861149
1272,174800,148907,264198,0.01397174280883444,0.007874739045848605,0.009244054243348777
858,1021013,531367,272227,0.01439634527748345,0.0281006028096425,0.05399484871375437
1168,422701,639575,230424,0.012185651916300905,0.03382303199479287,0.022353952933168025
2689,195824,383309,398835,0.021091832804038955,0.02027076194487286,0.010355879165615164
4088,136300,178273,68707,0.0036334738838544873,0.009427719005288996,0.007208035431169555
4295,232939,208268,213769,0.011304875466512727,0.011013962752595897,0.012318654184161445
3602,235653,235653,235883,0.012474343518786266,0.012462180289518702,0.012462180289518702
4294,207634,211501,200584,0.010607605127848231,0.01118493544921344,0.010980434546701829
7176,36189,29650,108050,0.005714073575479607,0.0015679989034055562,0.001913804799842957
392,75969,54889,38577,0.0020400908498035795,0.002902728222901436,0.004017514627076449
1697,154138,134606,141796,0.007498683727058827,0.0071184506034336695,0.008151373186277424
6886,261455,261455,261455,0.013826683078917358,0.013826683078917358,0.013826683078917358
416,1011034,39684,25531,0.001350171332305135,0.002098633001104421,0.05346712321435862
1322,176546,137251,358547,0.018961258105205797,0.007258327740010657,0.009336389018571242
248,39950,269829,28973,0.0015321967024745085,0.014269530391467717,0.002112700040170387
2893,29448,34400,98227,0.005194597918543594,0.001819196029583512,0.001557316415092304
885,199801,221100,124665,0.006592734681047341,0.011692565178514957,0.010566197264733002
2393,125342,129871,4319,0.00022840429220265083,0.0068680467313383805,0.006628536881978389
2138,710601,710601,710601,0.037579142959827706,0.037579142959827706,0.037579142959827706
304,195321,236885,430015,0.022740743623876566,0.012527332891508437,0.010329278712043057
360,133114,170978,203289,0.010750655280755889,0.009041933103085166,0.007039548264011035
3674,60492,60492,60492,0.003199035064580401,0.003199035064580401,0.003199035064580401
4175,68637,60794,27599,0.0014595346285021904,0.003215005913444768,0.003629772031468707
960,188150,188150,188303,0.009958141568565816,0.00995005037692261,0.00995005037692261
1813,25938,25938,25938,0.0013716949597481726,0.0013716949597481726,0.0013716949597481726
1558,77731,77731,77731,0.0041106955399870925,0.0041106955399870925,0.0041106955399870925
7043,23954,29787,36807,0.0019464868680488467,0.0015752439573605834,0.0012667738864140536
1046,123298,342360,165372,0.008745467610589667,0.018105231182796836,0.006520442792313601
4320,82784,95509,79774,0.004218736746046369,0.005050860278764292,0.004377916398634926
3743,38904,38904,38904,0.0020573837888057255,0.0020573837888057255,0.0020573837888057255
3398,99271,99271,99271,0.005249808402697233,0.005249808402697233,0.005249808402697233
2056,321353,521506,145498,0.007694458834661099,0.027579117575697063,0.016994305281824138
1977,275484,278512,60478,0.0031982946941032453,0.014728718738121021,0.014568587180633263
6880,133685,133685,133685,0.007069744802757901,0.007069744802757901,0.007069744802757901
1345,176546,137251,358547,0.018961258105205797,0.007258327740010657,0.009336389018571242
3410,258122,145024,110138,0.005824494543786885,0.007669392005648815,0.0136504220217487
3090,40140,40229,40440,0.0021386130068708495,0.0021274545661079973,0.002122747925217505
7239,121467,45034,316944,0.016761141465125484,0.0023815602905890663,0.006423612910622688
7144,147711,150141,39470,0.0020873159095250353,0.007939997415049362,0.007811490253657271
1305,1075372,837483,1357477,0.07178827815845748,0.04428912059429327,0.0568695486257349
3759,96771,79305,160996,0.008514048952872881,0.00419393433506164,0.005117599388919362
3210,334736,360591,245123,0.01296298803370928,0.019069352194870586,0.017702046574379838
1876,78497,376983,13123,0.0006939915551228031,0.019936220256409336,0.004151204381808632
3799,60492,60492,60492,0.003199035064580401,0.003199035064580401,0.003199035064580401
1676,56598,95171,58881,0.003113839576101941,0.005032985620101524,0.0029931063047199885
2106,248039,418060,335825,0.01775963682078148,0.022108520119990784,0.013117196627379788
1511,126370,122380,232157,0.012277299204651726,0.006471895642454366,0.0066829012284438495
3699,176635,176635,176635,0.009341095659461734,0.009341095659461734,0.009341095659461734
2239,65815,61637,90656,0.004794216141218688,0.0032595867928906664,0.0034805344967162454
80,46967,4306,4306,0.0002277168053310059,0.0002277168053310059,0.0024837843000421163
3468,462636,356295,321770,0.017016357745322286,0.01884216422559469,0.024465859719255745
229,305274,385491,103333,0.005464621608283518,0.020386153972098187,0.01614398978881038
3922,4335,4335,4335,0.0002292504298908292,0.0002292504298908292,0.0002292504298908292
3335,88020,200284,206818,0.010937281524604731,0.010591740046194887,0.0046548149570913005
1608,35215,61203,11696,0.000618526650058394,0.003236635308098828,0.0018622961680750982
3513,42915,186993,42839,0.002265480776492095,0.009888864045346212,0.0022694999305109425
641,209365,161881,260042,0.013751958544330105,0.008560850943750246,0.011071976067841627
4676,79389,62211,86382,0.004568191611264039,0.003289941982454066,0.0041983765579245765
644,337012,290306,350618,0.0185419439971079,0.015352427981519506,0.017822409660523213
2453,25936,84231,25936,0.0013715891925371502,0.004454438975809558,0.0013715891925371502
1399,947205,754113,1695649,0.08967203280137362,0.03988021440282881,0.050091615558187516
831,461429,467211,1012313,0.053534761345807376,0.024707802214469252,0.02440202920740379
2463,86167,191994,65257,0.0034510254448410246,0.010153334956507465,0.004556821636079142
1922,472912,4326,4326,0.00022877447744122886,0.00022877447744122886,0.02500929164948831
3114,281845,266012,273259,0.014450921158370957,0.014067673669231662,0.014904979795289678
2629,69548,92189,63701,0.003368738554665677,0.004875286708467278,0.0036779489960893632
1454,162700,228196,133592,0.0070648266274453645,0.012067827243222067,0.008604162616663878
3984,114202,114202,103561,0.005476679070340061,0.0060394135165841925,0.0060394135165841925
246,165214,344749,78929,0.004174050099389448,0.01823157011636297,0.008737112000918906
2440,81331,105153,57872,0.003060480018141192,0.005560869770313809,0.004301076519827227
1210,415108,635767,230348,0.012181632762282058,0.03362165122500641,0.021952407716521873
405,354419,526280,135473,0.007164300689411835,0.027831583908407287,0.01874295458165578
458,386291,571557,62128,0.0032855526431966407,0.030225994915135564,0.020428460856507107
2489,52389,68408,39060,0.0020656336312654647,0.0036176616858066535,0.0027705192091235643
593,650873,400510,77596,0.0041035562532430875,0.021180412843270126,0.03442051096985783
2663,130805,122690,34595,0.001829508332658186,0.006488289560162822,0.0069174400188857935
1683,83919,217557,140428,0.007426338954719576,0.011505198564188957,0.0044379392908900795
2462,78373,83061,78554,0.004154218747322767,0.004392565157361515,0.004144646814725249
1381,19589,15622,18386,0.0009723179709279782,0.0008261476852951634,0.00103593694835789
3294,254274,142765,104406,0.005521365716996981,0.00754992794079913,0.0134469259077418
1693,288793,274631,283943,0.015015929599652068,0.014523477465132252,0.01527241508638114
3908,99231,99231,99231,0.005247693058476787,0.005247693058476787,0.005247693058476787
2355,589190,489933,326260,0.017253805134067345,0.02590942349889357,0.031158491531113646
2570,23224,434575,77433,0.00409493622554477,0.022981892865007406,0.0012281688543909152
1356,130719,560550,315159,0.016666744229288082,0.029643905069274352,0.006912892028811834
1547,384629,394643,118974,0.006291774082083394,0.02087014472973622,0.020340568304147575
3891,232710,88484,232634,0.012302524684480544,0.004679352950048473,0.012306543838499391
1457,55723,60392,33678,0.0017810140664044627,0.0031937467040292866,0.002946833149897734
473,811884,694390,167967,0.008882700566891097,0.03672184683088648,0.04293535317681337
2646,140170,166910,146219,0.007732587914234638,0.008826802595865813,0.0074126949844976996
343,4324,4324,4324,0.00022866871023020656,0.00022866871023020656,0.00022866871023020656
32,640023,201530,225958,0.011949473734088117,0.010657633018661778,0.03384672385006186
3821,101317,113322,100939,0.005338018256689829,0.005992875943734382,0.005358008259573043
1355,136692,443496,58291,0.0030826382488503635,0.02345366750977236,0.007228765804529925
1009,49399,49718,45055,0.0023826708463048005,0.002629267098803286,0.0026123972286452297
1523,125040,123102,232157,0.012277299204651726,0.006510077605633415,0.006612566033114021
1251,726925,692782,1316199,0.06960534869016828,0.03663680999322455,0.0384424149361917
2421,66999,190760,67251,0.003556475354230255,0.010088076587306708,0.0035431486856414454
2563,200815,754113,899431,0.0475651541884979,0.03988021440282881,0.010619821240721307
3146,302812,278164,282271,0.014927508211237428,0.014710315243403141,0.01601379035204193
1531,222217,202204,393153,0.020791348157524606,0.010693276568776293,0.01175163616587091
1651,97518,103792,6161,0.00032581589355418656,0.005488895183213136,0.005157103442236189
1006,49399,49718,45055,0.0023826708463048005,0.002629267098803286,0.0026123972286452297
3430,209365,161881,260042,0.013751958544330105,0.008560850943750246,0.011071976067841627
423,904794,480421,119165,0.006301874850736023,0.025406394643271525,0.04784876896485419
2317,91644,107781,69921,0.0036976745809450214,0.005699847885597108,0.004846465143463703
4658,111309,178325,110576,0.005847657563000768,0.009430468952775575,0.00588642124584044
738,321824,12817,12817,0.0006778091718363917,0.0006778091718363917,0.01701921346001989
324,256517,181597,194385,0.010279779657284622,0.009603504110008054,0.013565543834903307
6909,107888,107888,107888,0.0057055064313868,0.0057055064313868,0.0057055064313868
1855,63248,56265,16239,0.0008587768698955422,0.0029754960640847763,0.003344782281369127
287,100965,130077,39229,0.0020745709605968486,0.006878940754073677,0.005339393230433119
3326,88020,200284,206818,0.010937281524604731,0.010591740046194887,0.0046548149570913005
2930,193589,156289,160885,0.008508178872661143,0.008265125821731905,0.010237684307297747
2690,48397,40933,28827,0.0015244756960698807,0.0021646846243878457,0.002559407855923059
2868,46510,49532,52842,0.0027944754824201145,0.002619430748178213,0.0024596164923235218
3345,89458,198643,214243,0.01132994229552501,0.010504958049551092,0.0047308615818163315
88,4322,4322,4322,0.00022856294301918428,0.00022856294301918428,0.00022856294301918428
2647,140170,166910,146219,0.007732587914234638,0.008826802595865813,0.0074126949844976996
488,207950,227693,201779,0.010670801036434054,0.012041226789649959,0.010997145766043352
2037,338040,374251,473794,0.025055934989549142,0.019791742246152877,0.017876774006988675
3152,253595,230570,235454,0.012451656452021984,0.012193372922705534,0.01341101793959973
2008,78721,108678,61182,0.003235524752383094,0.005747284479740608,0.00416305030944313
389,75969,54889,38577,0.0020400908498035795,0.002902728222901436,0.004017514627076449
645,337012,290306,350618,0.0185419439971079,0.015352427981519506,0.017822409660523213
3792,127647,128425,90576,0.004789985452777796,0.006791577037769259,0.006750433592681586
7264,29376,223029,115688,0.00611799855437376,0.011794577653545963,0.0015535087954955014
3377,146729,146729,146729,0.007759558553045324,0.007759558553045324,0.007759558553045324
7557,46860,47392,46580,0.002463318344709302,0.002506259832384355,0.0024781257542524234
976,881730,713362,493517,0.026098958341045527,0.03772515459464399,0.04662906148734506
2297,103134,15071,46500,0.0024590876562684103,0.0007970088186585206,0.0054540977707868005
3459,577768,416989,23362,0.0012354667919514538,0.022051881778488346,0.030554454988965307
132,54058,91703,34771,0.001838815847228148,0.004849585276188861,0.0028587819467216715
309,195321,17301,17301,0.000914939258948382,0.000914939258948382,0.010329278712043057
3718,38904,38904,38904,0.0020573837888057255,0.0020573837888057255,0.0020573837888057255
3269,70899,71179,70013,0.0037025398726520473,0.0037642021566780463,0.0037493947471349248
6875,133685,133685,133685,0.007069744802757901,0.007069744802757901,0.007069744802757901
850,955179,761689,191805,0.010143339955065857,0.04028086059818127,0.05051330942853341
4628,217933,443585,118428,0.006262899633474307,0.023458374150662854,0.011525082799861149
1652,88070,166781,80553,0.0042599330747395536,0.008819980610754875,0.0046574591373668576
2511,152723,164131,116988,0.006186747241538253,0.008679839056150331,0.008076542884479149
467,119155,123973,83260,0.004403088994858233,0.006556139226033626,0.006301346014680912
3422,209365,161881,260042,0.013751958544330105,0.008560850943750246,0.011071976067841627
1411,109850,274853,71051,0.0037574330551726196,0.014535217625555727,0.005809264065399674
2786,34607,34600,34600,0.0018297727506857418,0.0018297727506857418,0.0018301429359243197
4745,210773,290572,112489,0.0059488239003435955,0.015366495020585472,0.011146436184401325
1638,281199,289538,292426,0.015464541225203143,0.015311813372486945,0.014870816986129477
4762,59593,96731,58423,0.003089618884777835,0.005115484044698916,0.0031514927032258787
1617,246851,380716,152136,0.008045500208044103,0.02013363475578245,0.013054370904032544
650,139636,134789,122143,0.006459362227948224,0.007128128303242209,0.007384455139154747
1079,313451,313451,313451,0.01657641903107504,0.01657641903107504,0.01657641903107504
2289,143243,216027,142113,0.0075154478300058615,0.011424286647756899,0.00757520630423346
2949,64744,86551,61030,0.0032274864443453993,0.0045771289405954225,0.0034238961552138054
2683,365665,379860,935703,0.049483348327598285,0.020088366389464908,0.019337683609234154
3932,30303,30303,30303,0.0016025318978043362,0.0016025318978043362,0.0016025318978043362
1338,176546,137251,358547,0.018961258105205797,0.007258327740010657,0.009336389018571242
1933,552797,324528,176946,0.0093575424607757,0.017162210729322034,0.029233898475746416
2368,556754,446688,151693,0.008022072770802665,0.023622471978563948,0.029443158902754032
2621,177251,219804,113807,0.006018524492407289,0.011624028025772507,0.009373671960456601
4076,25925,25925,25925,0.0013710074728765275,0.0013710074728765275,0.0013710074728765275
7311,133878,407393,47657,0.002520273987844809,0.021544410700003364,0.007079951338621553
834,626482,713810,1168912,0.06181628108524774,0.037748846449912984,0.0331306269478354
3870,232749,88671,232672,0.012304534261489967,0.004689242184279058,0.012308606299114327
1678,103540,444140,53098,0.0028080136854309688,0.02348772455172154,0.005475568514624327
403,354419,526280,135473,0.007164300689411835,0.027831583908407287,0.01874295458165578
1859,4324,4324,4324,0.00022866871023020656,0.00022866871023020656,0.00022866871023020656
3429,12984,12984,12984,0.0006866407339567535,0.0006866407339567535,0.0006866407339567535
106,87621,495784,24720,0.0013072827282355935,0.0262188454747393,0.004633714398492352
140,665975,982781,324759,0.01717442684219511,0.051973002707852135,0.035219159180287195
3169,50576,128032,73892,0.003907675378429793,0.006770793780803378,0.002674641232331852
4192,119142,123925,101783,0.005382652019741238,0.006553600812969091,0.006300658527809267
3726,113924,113883,78160,0.0041333826067513745,0.006022543646426137,0.006024711874252094
3560,265265,481122,83464,0.004413877250382507,0.025443466050734838,0.014028169615914835
7576,85885,104816,69137,0.003656213834224281,0.005543047995256552,0.004541908459324998
2231,61089,61844,32313,0.001708827944881745,0.0032705336992314743,0.003230606577070557
986,217933,443585,118428,0.006262899633474307,0.023458374150662854,0.011525082799861149
2407,4324,4324,4324,0.00022866871023020656,0.00022866871023020656,0.00022866871023020656
3478,15936,15118,23717,0.0012542404719079114,0.0007994943481175447,0.0008427531374256642
7069,257056,259864,262618,0.013888186712126825,0.013742545262549121,0.013594048098273815
1898,143281,75060,44575,0.002357286715659449,0.003969443429666814,0.007577215881242883
737,321824,321824,12972,0.0006860061306906197,0.01701921346001989,0.01701921346001989
2151,442166,456997,379835,0.02008704429932713,0.02416764906777838,0.023383332314442534
4018,79864,97330,15639,0.000827046706588853,0.0051471613244000935,0.0042234962705423726
92,97879,98112,136483,0.007217713130978095,0.005188516303909812,0.005176194423825714
3330,88020,200284,206818,0.010937281524604731,0.010591740046194887,0.0046548149570913005
336,12991,12991,12991,0.0006870109191953316,0.0006870109191953316,0.0006870109191953316
7068,253767,255847,260355,0.013768511112855096,0.013530111819210837,0.013420113919747649
1695,154138,134606,141796,0.007498683727058827,0.0071184506034336695,0.008151373186277424
7553,46860,47392,46580,0.002463318344709302,0.002506259832384355,0.0024781257542524234
4418,138901,136751,122842,0.006496327868200517,0.007231885937255083,0.007345585689104052
3047,99248,99248,99248,0.0052485920797704765,0.0052485920797704765,0.0052485920797704765
1631,143501,128749,150244,0.00794544442641701,0.006808711325954872,0.0075888502744553355
3221,101317,113322,100939,0.005338018256689829,0.005992875943734382,0.005358008259573043
1738,75211,75406,44790,0.002368656690844346,0.003987741157173672,0.003977428854098998
2048,128575,170728,70558,0.0037313614376556234,0.00902871220170738,0.006799509578595932
1575,26426,26992,17535,0.0009273140226379908,0.001427434279956923,0.001397502159237613
2129,4327,4327,4327,0.00022882736104674,0.00022882736104674,0.00022882736104674
4322,30832,45405,48744,0.0025777584670354276,0.0024011801082337025,0.0016305073251197339
2914,27060,25865,27918,0.0014764044986602467,0.0013678344565458587,0.0014310303651316812
3860,232749,88671,232672,0.012304534261489967,0.004689242184279058,0.012308606299114327
2115,619547,132521,101429,0.005363931223390292,0.007008188285942924,0.03276387914361559
461,386291,571557,62128,0.0032855526431966407,0.030225994915135564,0.020428460856507107
188,38875,104149,44176,0.0023361861570605005,0.005507774630380616,0.002055850164245902
1748,185606,168827,214931,0.011366326216116681,0.008928180467630685,0.009815514484502248
3657,1084711,4327,4327,0.00022882736104674,0.00022882736104674,0.05736342861760351
2505,283982,293223,218046,0.011531058647283909,0.015506689458795526,0.015017992060267002
3426,101317,113322,100939,0.005338018256689829,0.005992875943734382,0.005358008259573043
633,669311,778038,980292,0.05184137541373489,0.041145454664683036,0.03539557888827238
1197,480630,920995,683872,0.036165617068120215,0.04870553625774031,0.025417447316823355
3165,8632,198432,9032,0.0004776447249766942,0.01049379960878824,0.0004564912827722348
1528,222217,202204,393153,0.020791348157524606,0.010693276568776293,0.01175163616587091
1114,457720,252291,70608,0.0037340056179311805,0.013342057718013193,0.02420588391456294
4338,83789,83049,60704,0.003210246388948765,0.00439193055409538,0.0044310644221736304
2844,32743,39685,27637,0.001461544205511614,0.0020986858847099324,0.0017315678952515387
3420,179277,216225,72933,0.003856960000744601,0.011434757601648107,0.009480814145222189
913,48090,50840,403092,0.02131695831269991,0.002688602504186795,0.0025431725890311366
2906,798384,656934,147775,0.007814874804409984,0.0347410385028609,0.04222142450241287
2417,89154,253076,80951,0.00428098074973299,0.013383571348339444,0.004714784965740943
