stop,normBetwCentral
1031,0.008811043281423491
629,0.024807064742013676
48,0.011784529768498845
1998,0.004859315859602912
2799,0.00483070582902138
3206,0.009400431064845243
3991,0.01931034278518489
3136,0.010814380025396822
1972,0.0037346402211973144
7575,0.001514269160206229
2042,0.007393551119302664
2470,0.0029118242030493533
2094,0.01497499768898644
1871,0.00044094350275195705
2870,0.0027745912467479227
2963,0.0033091916148601237
1764,0.0021239113645387503
1294,0.000440573317513379
1967,0.004073253947285199
1661,0.001550494429981366
755,0.0031356805051780453
968,0.002663271257146955
4160,0.0029290113748404764
2699,0.005140339339289156
626,0.03245614944314621
622,0.042444540434064405
2584,0.008686872575683314
318,0.009086038030081465
459,0.008745784912222734
2452,0.003971029937832149
7274,0.03241156856370031
2165,0.002317676895131599
3607,0.0020648403771827972
2988,0.004368027164404341
3365,0.0012977636792435867
3304,0.0026984917384173797
449,0.003972986631236061
2905,0.002005293437377244
697,0.008496332945026646
3966,0.0037481255406026574
347,0.03967634810358333
3795,0.0011858619699819963
3343,0.0017755670550368143
3403,0.0008139315724220882
3603,0.0013492723110114454
2453,0.0032108281086093873
2635,0.004486433557143803
3784,0.0037428900636570536
2138,0.011422700139591565
2797,0.005003106382987725
2016,0.0023734690989458606
1763,0.0020069857127536007
836,0.006471789875243344
2818,0.0019334775010931041
1011,0.0021041857796830917
810,0.0034420881155096403
2337,0.007260654618653148
3184,0.0023524214239524235
555,0.032935697977921306
3594,0.0030303363629998374
2365,0.03157801717363359
633,0.030246355103257357
3002,0.003822003937501732
1480,0.0008888676414313858
4172,0.0017114721251573022
2407,0.0012778794435713949
3359,0.007760510457944524
92,0.038217871147191364
1283,0.0052715964481678266
1228,0.02670331218482693
2127,0.02115386527330353
631,0.02929862800889206
2136,0.018823231894821702
366,0.028814372833226472
1876,0.012959656366562078
3452,0.021119067860877194
2763,0.0033329363537346296
583,0.011937997991692198
3156,0.00898222751246308
456,0.009253679059551805
929,0.002661261680137531
2503,0.003133089208507999
2237,0.0024671259643061047
2387,0.002404247357353349
183,0.02641462058234157
4588,0.03044086100432736
2769,0.002042311961235048
175,0.025447485204753685
2527,0.0025696143917867107
3276,0.0014200305751853623
3786,0.0032758220597825893
331,0.0008848484874125384
4337,0.0023311622145369415
3483,0.001180785143852926
2022,0.0029713711428549067
2784,0.001757956814401602
3584,0.007825768827145281
1695,0.005438126921922433
609,0.013141100017070828
1432,0.000890031080752631
1456,0.0066820550907556705
2934,0.0024176797931531806
514,0.02206034315537013
261,0.02661436196035718
1376,0.005899853681640272
3324,0.009204338655609904
3571,0.0017692210223754765
3879,0.004251365930646747
1381,0.0074222140334897066
2011,0.005911329424036191
1961,0.0025802968800999627
3808,0.004252899555206571
695,0.007658550866519029
3407,0.0064631169639395155
7142,0.0014539818499235198
145,0.007488635842011709
2177,0.002553061823261721
7323,0.0036627185177021526
1949,0.004021375130278762
1461,0.007414334376268546
4460,0.0010919406865941964
576,0.004521601154808717
4059,0.009387210163467455
1567,0.010376556655370024
1951,0.0013251573868983616
1610,0.0013256862229534731
3218,0.0057493998239610536
4006,0.012037736471686223
7204,0.0014093480868721104
533,0.007333422459836488
1417,0.0
2141,0.01080364465347806
7237,0.0009260448161057233
364,0.014882398495736419
3021,0.012178301095134856
212,0.010100398467390805
7139,0.006923680284336109
7050,0.0011483674936745918
2506,0.0033354747667991647
1103,0.013366172642126277
396,0.008923156525107126
2423,0.006992164553473046
4086,0.0
3637,0.0157195459709779
3980,0.008628489075199006
1581,0.002867243323603455
3091,0.002577494049007872
454,0.009404291568047556
2859,0.006179026235133625
1333,0.003162651143988731
1259,0.005978174301402283
3611,0.00813926284061537
3765,0.001292898387536561
1636,0.01431527471023486
3528,0.000859411473161676
775,0.002843287050306905
3132,0.010382268084765228
2313,0.02244797998376685
2201,0.004273629928566941
1448,0.007142671294757775
6886,0.00020931331061312618
4754,0.010951771632514786
972,0.027200365193026217
2360,0.031998071652208644
425,0.008926488192254329
2964,0.002648728265631389
1478,0.0006610979524948687
3619,0.008868580644219621
1930,0.028062843915307542
1620,0.002098209932260332
563,0.004183146079537366
159,0.004101652443444685
3192,0.005558542891671319
1638,0.014836019573703141
2447,0.013574058095390602
2913,0.004424295320668204
3896,0.004836734560049651
1266,0.004063840665504214
1415,0.0011710016768333635
3350,0.0047483131716350106
4715,0.003342349635515614
2918,0.004683001918828742
2978,0.000616358422232437
398,0.009423435433242592
1395,0.0607360276754715
2861,0.006091080799168585
7042,0.0025955273584871734
4737,0.0024933562326396345
3673,0.0025666529098780865
4749,0.002678660386350699
2895,0.0011268967498370655
4058,0.01225403041822682
2627,0.0026064742648279813
2421,0.002140146631430673
3112,0.013545765366442137
2056,0.01769977257934286
1451,0.03499302888312152
3019,0.012600946870379956
1517,0.0024902360999144767
2492,0.0030126203551536024
7242,0.0021636269522776227
2266,0.004951915052852933
3919,0.001760125042227559
2858,0.004982640427654911
6903,0.0009257803980781675
3445,0.014868807409120053
788,0.023981498776379135
3618,0.009073716149997366
2156,0.007881137962115455
4056,0.009163829813788363
3828,0.0008650700189513689
1546,0.009766650033009947
4533,0.00375055818645617
2772,0.0031897804336159506
7164,0.00022496685784442616
2441,0.006788298254227569
941,0.0033388064339463673
2098,0.013732180075868936
1565,0.010911527208720804
2334,0.006789408809943303
7200,0.0010500568710293666
1893,0.02372199892413593
928,0.002680775730571145
2163,0.002724510472328865
3244,0.003778903799010146
392,0.002633497787244178
1219,0.023841251454563568
7198,0.0007851628910240233
1339,0.004017303092654404
7162,0.001462919179254904
698,0.01126087630672745
3436,0.009849518642845917
554,0.0015402878941177143
1355,0.007724972675041033
757,0.004123228954493234
557,0.004170559781425712
4735,0.0024443331303307995
3972,0.006200708513393196
2075,0.00209858011749891
1572,0.009553264684772462
3635,0.05453992003575778
1505,0.010340384269200397
2487,0.0026246133415183054
4097,0.0038019081674074955
580,0.0023774353693591967
3039,0.00540623810779921
2702,0.026171091578962732
2328,0.026863073557076112
2904,0.0020233796304620568
6836,0.0026155173613703875
591,0.03615816047974315
3065,0.0019280304897254558
3662,0.00903891873757103
911,0.01492391212606267
1055,0.017310496359175295
2095,0.01390177779874319
2250,0.04743669991071132
2630,0.0026332862528221338
3129,0.008677141992269263
2956,0.0013142633641630651
2585,0.005452458379015954
1647,0.007908320135348184
2993,0.0031307094462599975
3775,8.070038201001277e-05
2789,0.0024821977918767823
2031,0.0052876730642432155
3702,0.0025114953093299582
4095,0.004277596198980277
2536,0.0014613326710895694
3001,0.002169761450516916
6864,9.65125800578462e-05
608,0.015949959840189976
720,0.028240268411797442
464,0.04324657319524648
1774,0.011355961029436496
1172,0.02248166684047745
1003,0.034851882540012265
2562,0.0035133223321331575
14,0.015070664131356108
2000,0.015119158397609831
1058,0.016251184857181477
1624,0.0026578242457793067
4028,0.006871801467329672
2429,0.001497557940864706
4120,0.004887820122973421
2475,0.0034058099621289925
3738,0.006841287626949739
7192,0.00037631973681733345
1222,0.023260801000473202
1938,0.0008976463199462364
2729,0.004589345053468499
3888,0.007317821796210699
1612,0.0014560971941439656
2980,0.019250267009324227
857,0.033776917490787144
3841,0.004380507695304972
2257,0.004877031867449147
2339,0.007331254232010531
448,0.0013435079980107303
2336,0.006770264944748266
3693,0.0006412137168226768
3951,0.004341162292804678
4489,0.021453979734579298
4074,0.0041157194825106515
2525,0.0019509819745172944
4756,0.01174291037096157
3556,0.007074874512492483
1342,0.00556594659644288
6865,0.00013691565466836375
2170,0.0019403523698095534
762,0.002110373161527896
2587,0.005321835873403418
7118,0.00022026021695393394
3398,0.0021399879806141392
3812,0.0038371815322834316
2886,0.004762168676278932
3521,0.00558942691728983
2400,0.0022369236295160747
1797,0.0031560935769053486
7167,0.0017422503835647907
3871,0.0037025398726520473
748,0.005470385921284234
2751,0.002648040778759744
2484,0.0031125703695696733
5777,0.0006552807558886423
1146,0.0067779859511528946
2183,0.012502689131340242
1901,0.005724703180187348
3248,0.0059297858023595815
4019,5.478741530954996e-05
7594,0.015124446758160945
672,0.0025235527713865003
674,0.0024511022318362266
1684,0.007946131913288655
825,0.006943617403613812
7013,0.0008446040636185543
832,0.011721069441885466
528,0.012249905496996952
4555,0.0013449887389650425
2131,0.019903168002964867
2748,0.005137430740986043
18,0.012933267447412014
854,0.0025851621718069886
2738,0.004341215176410189
1024,0.005995890309248518
2685,0.002039456246537446
2005,0.0160468426054864
2288,0.006722193747338632
304,0.00988421028806123
3480,0.003393911150888984
3266,0.0011627518343736243
7145,0.00577869734141423
4130,0.003925285619065006
2482,0.002170448937388561
2720,0.0014868754525514541
1466,0.003047312000368916
3375,0.004800191988641448
2875,0.002317835545948132
3725,0.004869522395466563
2671,0.006519808189047467
2349,0.033098738133712176
3180,0.0023998051344904124
562,0.0015649316542859094
3585,0.008246299258169935
77,0.011130465335536958
3115,0.013785486750224174
736,0.006808446907927316
1878,0.013384840554871711
2439,0.008202828934439771
723,0.04846681966246298
906,0.007104277797156681
7240,0.0019769478248232684
3107,0.01235889860795543
924,0.012851244975264223
2779,0.04163996925981779
3998,0.015533184145156613
4597,0.008015039251269682
1879,0.013002280552604063
3756,0.0037955092511406463
3621,0.015190181079811302
3422,0.0141038989390068
3939,0.0015477973661002973
925,0.012831889575647142
2446,0.010967478063351598
2926,0.004012807986185956
234,0.01604139559411875
1500,0.013533707904385595
4076,0.0009276842078765688
3074,0.0020147596027637396
2829,0.0011509587903446381
287,0.013926897511360985
521,0.024896279384510986
146,0.0020728258016149805
2330,0.004443069000624661
1163,0.024475378768247753
2834,0.0026266758021332402
132,0.0019107375507233103
493,0.010890796835360433
1954,0.002957145452972408
2860,0.005478001160477839
2259,0.0076456472667743094
3290,0.013859576681545293
3778,0.004783586536510947
320,0.034924015777929474
343,0.013353163275170533
4100,0.0035425669659808227
3783,0.004184415286069634
1531,0.009810913610822779
1115,0.07254699924672592
2579,0.021423730312226923
2518,0.008136988845578392
1559,0.0009072182525437544
3979,0.007800596230921975
2998,0.0036028013926580208
3454,0.021632514786784938
2472,0.0013028405053726571
1561,0.0009764428921578478
3802,2.1364976626504037e-05
3777,0.0047866009020250825
1595,0.004239784421039806
2474,0.003014577048557515
1324,0.005692761482458614
1798,0.004406949498060547
7190,0.0003423155784736649
427,0.02587229920782474
3667,0.006049514285236823
3458,0.016886422726581394
1318,0.004161516684883306
711,0.028212610286115113
2496,0.0024643231332140136
7315,0.0028436043519399715
6922,0.0010865994424375705
2241,0.006188227982492565
2832,0.0011605307229421561
1737,0.0027392649982664755
147,0.0022417889212231006
3757,0.0034984091553790135
3150,0.011338297905195771
3930,0.0008835263972747598
6899,0.00014098769229272217
2347,0.02539846210244485
3441,0.012010501414847982
189,0.008976992035517476
3373,0.004559888885198788
3260,0.009856869464011967
204,0.011810707153226862
497,0.009386152491357233
3648,0.04548963132300185
2376,0.004408694657042415
1532,0.01346860818600137
2417,0.002882896870834755
1945,8.371474752414825e-05
3557,0.007475732242266989
1396,0.030533248663155335
3612,0.008176968851344819
4772,0.0009264678849498124
2734,0.003116748174405054
6851,0.006080081009222266
2516,0.0076213736918446925
74,0.01264076822532985
1185,0.02568249994764523
393,0.029350401058687477
3908,0.002058705878943504
537,0.01581907291654988
4121,0.005575412761829375
2603,0.006233760766837664
1215,0.022876548722829196
2356,0.0325945987223744
3630,0.014712800772862165
7567,0.003947390966168665
247,0.011503453405207089
6860,0.0
6835,0.0019960388064127928
4762,0.006556244993244648
1361,0.003229496021354823
2531,0.0028534935861705565
121,0.018191801645018588
1295,0.0034354776648207468
1123,0.0031201856087632786
4016,0.005744587415859539
3517,0.0011522279968769057
3890,0.00897810259123321
927,0.002478919008335091
1547,0.00952645269677831
3640,0.014338331962237721
1368,0.0031079694958902034
2086,0.005824335892970351
181,0.026263849423029288
1678,0.006003029595992523
1357,0.0037584378436773314
281,0.02196922470307442
1913,0.041541764404383584
3049,0.002638521729767737
1284,0.004712458087098452
4273,0.01900504573056903
2665,0.006348095121952767
122,0.018038597839852788
1229,0.005218184006601566
2822,0.003939194007314437
2371,0.0031265316414246166
3616,0.00866270476796472
7044,0.0020894312537454813
1198,0.02824000399376989
356,0.00745642972625542
1017,0.0033388064339463673
1946,0.0015735516819842268
2038,0.008410185551648984
4033,0.005728880985022729
3446,0.0145123190243694
803,0.002094613847085574
502,0.020677013802409504
1452,0.008682853421664466
12,0.004826845325819067
933,0.035306522896591606
2617,0.0042908171003580645
2202,0.006473376383408678
411,0.008311822045398248
4091,0.006153430570066229
3181,0.0023460753912910855
834,0.02634280464605743
2726,0.00392967495832243
402,0.01056926451385265
1907,0.03147473549207031
1443,0.007403175935505693
572,0.00463085868379475
20,0.002788975587446955
1084,0.0025897630454864585
3927,0.002650103239374679
1588,0.0012050587187825432
7147,0.006003082479598034
3779,0.004467606993581834
577,0.007936084028241537
1933,0.028283051248655964
3955,0.0010432877695239397
644,0.012535106781518576
2144,0.009959146357070528
7036,0.005174502148449357
1032,0.003242981340760166
2410,0.00271462123809828
1188,0.0017625576880810718
3135,0.01211774936682459
1319,0.0044482515939647535
3134,0.011246650616844952
