stop,normBetwCentral
2253,0.007583244612271154
2504,0.01117980573947886
2556,0.006433343494036739
1412,0.011002222592172423
126,0.010525053819645329
2645,0.008670214239947302
176,0.023959552080092008
594,0.02861806888956909
1583,0.0010560856020576377
568,0.014720944848110882
3416,0.0040277211629401
3984,0.010320975985977806
1787,0.003163285747254865
2047,0.008320019004252477
4048,0.00624555381086665
2552,0.00430440818697443
4174,0.007351032700471701
2419,0.002380714152900888
50,0.017398917747589934
3535,0.004345445864851081
4193,0.005578268476526977
3761,0.004611397516966647
3829,0.0007180535956303757
1778,0.007294764544207838
387,0.0058510949973589925
1049,0.00297475569360762
715,0.0279156159575645
421,0.03846890962255278
367,0.016282756369671633
2499,0.0028521186124272667
2004,0.0009306985733907043
2142,0.012784558748714665
2592,0.0061160418609698475
1592,0.001369368081105682
4116,0.007327446612413729
3415,0.0036947659826419084
264,0.026484426941616287
2040,0.007378796593365053
1912,0.03712159400494525
162,0.00468289615161772
3541,0.0015752439573605834
3394,0.0030011446127576834
68,0.012837865423069902
616,0.019526107895670376
615,0.041769163908081525
3249,0.0057039728068269775
2302,0.0030082838995016885
3968,0.004128517315044349
3953,0.004742707509450829
3186,0.0006018154307168711
2301,0.0031552474392171704
2072,0.0017432022884639915
1119,0.001330921699899077
375,0.011823187684127493
2390,0.009536077512981338
1054,0.00033549359336272676
195,0.012838182724702968
1918,0.030365660517290505
3500,0.0062385731749391785
2781,0.04254718751236154
3128,0.008254919285868252
7532,0.0022425821753057676
1502,0.023171057521920783
1950,0.0037447409898499436
1369,0.003752197578227016
3816,0.005023360803898495
6900,0.0015700084804149798
4049,0.006566504412713811
2983,0.021832785000855656
3903,0.0013118836019150634
2332,0.0051562044209425
4185,0.00302769218272428
2139,0.010383801709325052
4757,0.011641373848380165
3525,0.0010794072720880542
3532,0.004203241849631602
3007,0.002790350561190245
3122,0.006157396840479565
990,0.002450837813808671
3164,0.0027691971189857854
1004,0.0019222132931192295
2089,0.01329589033040196
72,0.01282400991842598
105,0.0072206746128867195
4292,0.004826633791397022
1475,0.00144800600250076
1046,0.005538129819944016
950,0.00354981201993585
3538,0.004156704276781792
2462,0.0024979042227135932
3534,0.0017624519208700494
1853,0.005666161028886506
599,0.028538637714091344
1446,0.00668110318585647
262,0.03828889382939284
1694,0.015955036666319044
248,0.011186627724589797
1758,0.0020332159810871305
3668,0.0003095806266622639
3762,0.0027901919103737113
2929,0.0050626533227932785
7592,0.0060837828616080464
98,0.009885743912621054
595,0.027996739408418604
4012,0.008105787518326813
1524,0.00861024423129766
55,0.01672555079861648
1605,0.0045016111519255025
3253,0.006678829190819491
1275,0.004190391133492393
3559,0.008285327359037163
201,0.017824366353927125
4336,0.003974996208245485
3245,0.007907579764871029
1539,0.02025500263043054
2538,0.0013000905578860772
4676,0.0023320612358306314
4123,0.006628431114767366
4064,0.012393801787592787
2722,0.005924021489358867
1748,0.006854720062749571
71,0.011467492553459508
902,0.010611994467105658
3169,0.001659064472095754
184,0.028022652375119066
2028,0.0539598926505115
729,0.012126263627311886
82,0.010476136484547515
2325,0.011613874373514367
6891,3.516759766491382e-05
846,0.02500194082832226
3845,0.0046439738179615145
1775,0.011288904617648358
2091,0.01760088023703701
491,0.005691862461164925
1884,0.016653100259066207
1759,0.0018790602710221321
1071,0.0018379168259344586
6896,0.00017361687689310086
3913,0.00364050740338747
2691,0.0027727403205550323
3851,0.004412502276639217
46,0.015630384212086103
1156,0.06569328397248106
1536,0.019849808445004117
302,0.026779834762001565
2815,0.0044905055947681615
3296,0.0028211817032032446
878,0.007119296741121848
1037,0.003083748804566097
3698,0.0023801853168457766
1608,0.0016990973614676936
2873,0.002184939045298616
3204,0.009906685820403468
231,0.011574899156252651
3255,0.008292360878570146
4112,7.081114777942799e-05
4321,0.002792465905410691
7601,0.00132737849832983
2117,0.002371882590780526
2678,0.03780939817822325
3353,0.003970765519804593
3311,0.013683315624376635
3,0.0191505285293302
898,0.010397710097574482
998,0.0048701041151271865
852,0.026670207047776954
161,0.0040826672290661834
1160,0.07215925665111818
1960,0.0027357217966972286
2925,0.004877031867449147
3820,0.004357450443302112
7245,0.0013351523883399687
2537,0.00176292787331965
3357,0.006525836920075738
4036,0.004231270160552511
3758,0.0028951129837078305
2528,0.0021649490424154017
2116,0.02544843710965289
954,0.0006203775762512843
2310,0.020878235921379426
4682,0.005816191817721634
1909,0.03725443762198926
1606,0.0044195357961722
1813,0.004691040226866437
1132,0.011930488519709613
1422,0.002825465275249648
957,0.0030841718734101868
847,0.025218763610917967
3272,0.005252717001000346
3443,0.017594058251926073
3469,0.012396393084262833
7278,0.017268982728849042
3798,0.00013062250561253705
3142,0.012318971485794512
7153,0.0029933178391420333
91,0.0017782112353123718
1555,0.001548061784127853
2643,0.005238068242273758
1414,0.00043798202084333277
3289,0.014382331122022998
2105,0.012094163278766619
2268,0.00658808092376236
4280,0.0015055433652968896
7535,0.0023151913656725745
3426,0.005533528946264545
1311,0.026219585845216456
2230,0.0018760459055079967
1370,0.002899555206570767
3389,0.002765177964966938
3485,0.011359186929372676
3106,0.012427964596752989
2348,0.033243216143968635
3745,0.0015445714661641173
2961,0.004188910392538081
1105,0.0022026550531448505
3933,0.00043163598818199493
